nohup: 入力を無視します
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/skbio/util/_warning.py:40: DeprecationWarning: `multiplicative_replacement` was renamed to `multi_replace` in 0.6.0. The old name is kept as an alias but is deprecated.
  warn(message, warning)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
/home/nomura/anaconda3/envs/agri_chem/lib/python3.12/site-packages/matplotlib/cbook.py:1719: DeprecationWarning: Conversion of an array with ndim > 0 to a scalar is deprecated, and will error in future. Ensure you extract a single element from your array before performing this operation. (Deprecated NumPy 1.25.)
  return math.isfinite(val)
     6c5f4f9666d82b1bedf94e99acfe6741  ...  aaf967b7046023283cbfdb3bf2925277
0                                  43  ...                                 0
1                                   0  ...                                 0
2                                  93  ...                                 0
3                                 198  ...                                 0
4                                  31  ...                                 0
..                                ...  ...                               ...
309                               195  ...                                 0
310                                48  ...                                 0
311                               241  ...                                 0
312                               186  ...                                 0
313                               147  ...                                 0

[299 rows x 13719 columns]
学習データ数: 191
検証データ数: 48
テストデータ数: 60
torch.Size([191, 13719])
Epoch [1/100], Train Loss: 2.2706, Validation Loss: 76.4680
Epoch [2/100], Train Loss: 4117.9370, Validation Loss: 6497.7686
Epoch [3/100], Train Loss: 20570.2109, Validation Loss: 650.7122
Epoch [4/100], Train Loss: 808.6597, Validation Loss: 36.4878
Epoch [5/100], Train Loss: 47.8228, Validation Loss: 35.8213
Epoch [6/100], Train Loss: 46.6936, Validation Loss: 80.9549
Epoch [7/100], Train Loss: 80.8060, Validation Loss: 114.9645
Epoch [8/100], Train Loss: 100.2111, Validation Loss: 111.6549
Epoch [9/100], Train Loss: 87.3749, Validation Loss: 93.2660
Epoch [10/100], Train Loss: 60.9196, Validation Loss: 99.2408
Epoch [11/100], Train Loss: 51.0715, Validation Loss: 88.0068
Epoch [12/100], Train Loss: 37.8745, Validation Loss: 56.0243
Epoch [13/100], Train Loss: 22.7960, Validation Loss: 32.5553
Epoch [14/100], Train Loss: 16.7078, Validation Loss: 25.8958
Epoch [15/100], Train Loss: 16.1601, Validation Loss: 28.1328
Epoch [16/100], Train Loss: 17.1604, Validation Loss: 27.9643
Epoch [17/100], Train Loss: 15.1985, Validation Loss: 24.5857
Epoch [18/100], Train Loss: 11.4664, Validation Loss: 35.4554
Epoch [19/100], Train Loss: 13.2736, Validation Loss: 32.7927
Epoch [20/100], Train Loss: 12.2018, Validation Loss: 14.3614
Epoch [21/100], Train Loss: 6.1645, Validation Loss: 3.4997
Epoch [22/100], Train Loss: 2.7506, Validation Loss: 7.4246
Epoch [23/100], Train Loss: 4.4145, Validation Loss: 16.1497
Epoch [24/100], Train Loss: 8.2225, Validation Loss: 16.9176
Epoch [25/100], Train Loss: 8.7154, Validation Loss: 9.5594
Epoch [26/100], Train Loss: 5.2448, Validation Loss: 7.0981
Epoch [27/100], Train Loss: 4.4296, Validation Loss: 10.6143
Epoch [28/100], Train Loss: 6.5547, Validation Loss: 6.9699
Epoch [29/100], Train Loss: 4.7704, Validation Loss: 3.2215
Epoch [30/100], Train Loss: 2.7056, Validation Loss: 3.4630
Epoch [31/100], Train Loss: 2.9185, Validation Loss: 4.3357
Epoch [32/100], Train Loss: 3.6704, Validation Loss: 3.8046
Epoch [33/100], Train Loss: 3.4883, Validation Loss: 2.8969
Epoch [34/100], Train Loss: 2.9245, Validation Loss: 2.9744
Epoch [35/100], Train Loss: 2.9509, Validation Loss: 3.8427
Epoch [36/100], Train Loss: 3.5515, Validation Loss: 4.0945
Epoch [37/100], Train Loss: 3.7598, Validation Loss: 3.3123
Epoch [38/100], Train Loss: 3.2044, Validation Loss: 2.5457
Epoch [39/100], Train Loss: 2.6224, Validation Loss: 2.5666
Epoch [40/100], Train Loss: 2.6225, Validation Loss: 2.9476
Epoch [41/100], Train Loss: 2.8952, Validation Loss: 2.9846
Epoch [42/100], Train Loss: 2.8753, Validation Loss: 2.7108
Epoch [43/100], Train Loss: 2.5898, Validation Loss: 2.6446
Epoch [44/100], Train Loss: 2.4991, Validation Loss: 2.9044
Epoch [45/100], Train Loss: 2.7331, Validation Loss: 3.0541
Epoch [46/100], Train Loss: 2.8971, Validation Loss: 2.8522
Epoch [47/100], Train Loss: 2.7315, Validation Loss: 2.5939
Epoch [48/100], Train Loss: 2.4897, Validation Loss: 2.5620
Epoch [49/100], Train Loss: 2.4621, Validation Loss: 2.6346
Epoch [50/100], Train Loss: 2.5565, Validation Loss: 2.5843
Epoch [51/100], Train Loss: 2.5385, Validation Loss: 2.4292
Epoch [52/100], Train Loss: 2.4063, Validation Loss: 2.3411
Epoch [53/100], Train Loss: 2.3524, Validation Loss: 2.3780
Epoch [54/100], Train Loss: 2.4407, Validation Loss: 2.4288
Epoch [55/100], Train Loss: 2.5200, Validation Loss: 2.3915
Epoch [56/100], Train Loss: 2.4695, Validation Loss: 2.3270
Epoch [57/100], Train Loss: 2.3776, Validation Loss: 2.3364
Epoch [58/100], Train Loss: 2.3676, Validation Loss: 2.3890
Epoch [59/100], Train Loss: 2.4059, Validation Loss: 2.3864
Epoch [60/100], Train Loss: 2.3902, Validation Loss: 2.3282
Epoch [61/100], Train Loss: 2.3235, Validation Loss: 2.3038
Epoch [62/100], Train Loss: 2.2962, Validation Loss: 2.3424
Epoch [63/100], Train Loss: 2.3321, Validation Loss: 2.3744
Epoch [64/100], Train Loss: 2.3569, Validation Loss: 2.3573
Epoch [65/100], Train Loss: 2.3293, Validation Loss: 2.3373
Epoch [66/100], Train Loss: 2.2993, Validation Loss: 2.3512
Epoch [67/100], Train Loss: 2.3075, Validation Loss: 2.3603
Epoch [68/100], Train Loss: 2.3193, Validation Loss: 2.3256
